"corpus","name","months","sex","utterance"
"bloom70","Eric","21","male","baby"
"bloom70","Eric","21","male","my baby"
"bloom70","Eric","21","male","kiss"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","baby"
"bloom70","Eric","21","male","please"
"bloom70","Eric","21","male","yyy don't want baby"
"bloom70","Eric","21","male","yyy baby"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","hi"
"bloom70","Eric","21","male","baby"
"bloom70","Eric","21","male","baby"
"bloom70","Eric","21","male","baby"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","no more"
"bloom70","Eric","21","male","no more"
"bloom70","Eric","21","male","no more"
"bloom70","Eric","21","male","no more"
"bloom70","Eric","21","male","no more"
"bloom70","Eric","21","male","no more"
"bloom70","Eric","21","male","no more"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","there go"
"bloom70","Eric","21","male","baby"
"bloom70","Eric","21","male","light"
"bloom70","Eric","21","male","light"
"bloom70","Eric","21","male","light"
"bloom70","Eric","21","male","light"
"bloom70","Eric","21","male","okay"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","juice"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","no"
